,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123
83775,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3
83776,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
83777,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
83778,2,2,3,3,3,3,3,2,3,3,2,2,3,2,2,3
83779,1,1,2,2,3,1,1,3,3,3,3,2,3,2,3,3
83780,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
83781,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3
83782,2,2,3,3,2,4,3,2,3,3,3,1,3,3,2,2
83783,1,1,3,2,4,3,3,3,4,3,3,2,2,2,3,3
83784,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2
83785,2,2,3,2,3,3,3,3,3,3,3,3,3,4,3,3
83786,2,1,3,3,3,2,2,2,3,3,3,2,2,2,3,2
83787,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
83788,2,3,3,3,3,2,3,2,2,2,3,2,2,2,2,1
83789,1,1,3,3,3,2,3,3,4,4,1,2,3,2,2,2
83790,3,1,3,3,3,2,2,2,3,3,3,2,2,3,3,3
83791,2,1,1,2,3,2,3,3,3,2,1,2,2,2,2,2
83792,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
83793,3,2,2,3,2,2,2,2,2,2,2,1,3,3,1,1
83794,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3
83795,1,2,3,3,3,1,2,3,3,3,2,2,3,3,3,3
83796,1,3,3,3,2,1,1,3,3,3,3,2,2,1,3,1
83797,2,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3
83798,2,3,3,3,3,2,4,2,3,2,2,2,2,2,2,2
83799,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
83800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83801,1,1,4,3,4,1,1,3,2,3,3,2,2,2,4,3
83802,4,2,3,3,4,1,2,3,3,3,3,2,2,2,3,3
83803,3,2,2,2,2,1,2,2,3,2,2,2,2,3,2,2
83804,3,2,3,3,3,3,3,3,4,3,3,3,3,3,2,2
83805,2,3,3,3,3,3,3,3,3,3,-2,3,3,3,-2,3
83806,3,2,4,3,4,2,3,4,4,4,2,2,2,4,2,3
83807,2,2,3,3,3,2,2,4,4,4,2,3,3,3,3,3
83808,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
83809,3,1,3,3,3,1,1,3,3,3,2,2,3,3,2,2
83810,2,1,2,2,3,1,2,2,3,2,2,-2,3,2,2,2
83811,2,2,2,2,2,2,2,3,3,3,2,2,3,3,3,3
83812,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
83813,3,3,4,4,4,2,2,3,3,3,3,3,3,3,3,3
83814,2,2,3,3,4,2,2,3,4,4,2,2,3,3,2,2
83815,1,4,4,3,3,3,2,3,4,3,3,1,1,1,3,1
83816,3,3,4,4,3,3,3,4,4,4,4,2,4,3,2,3
83817,1,1,3,3,3,2,3,3,4,3,2,2,3,3,2,3
83818,3,2,3,3,3,3,3,4,4,4,3,3,3,3,3,3
83819,3,2,3,3,3,2,2,2,3,3,2,2,3,3,2,2
83820,1,1,3,3,3,2,3,2,3,2,3,1,2,2,2,1
83821,3,1,4,4,4,2,3,4,4,4,1,3,3,2,4,3
83822,2,1,3,2,3,2,2,3,4,3,2,2,2,2,3,3
83823,2,2,3,3,3,2,2,3,3,3,3,2,2,3,3,2
83824,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3
83825,4,3,3,3,3,4,4,4,4,4,4,3,4,4,3,2
83826,2,2,3,3,3,3,4,3,4,4,2,2,4,3,3,3
83827,3,1,4,4,4,1,1,2,2,2,2,2,2,2,3,2
83828,2,1,4,4,4,1,2,4,4,4,3,2,2,2,4,4
83829,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
83830,3,1,3,3,3,2,2,2,2,2,-2,-2,-2,-2,-2,3
83831,1,2,3,3,4,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
83832,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3
83833,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
83834,4,2,4,3,3,3,3,3,3,3,3,3,4,3,2,3
83835,3,2,2,2,3,3,3,2,3,3,2,3,3,3,2,3
83836,2,2,4,4,3,2,3,3,4,3,3,3,3,2,3,3
83837,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
83838,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2
83839,2,2,3,3,2,2,2,2,3,3,3,3,3,3,2,2
83840,4,2,3,3,1,3,3,3,3,4,3,3,3,3,3,3
83841,3,1,3,3,3,3,3,3,3,4,2,2,3,3,2,-2
83842,1,1,3,3,4,2,2,4,4,4,3,2,2,2,4,3
83843,3,2,4,4,3,2,2,3,4,3,3,2,4,4,2,2
83844,1,1,2,2,2,1,1,1,2,2,1,1,2,1,2,2
83845,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
83846,1,1,3,2,3,2,2,2,3,2,3,1,2,2,3,2
83847,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3
83848,4,3,3,3,4,3,4,3,4,4,4,3,4,4,4,4
83849,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2
83850,2,1,2,3,3,1,1,2,3,2,2,2,3,2,3,3
83851,3,2,4,4,4,2,3,3,4,3,3,3,4,4,3,3
83852,1,2,3,3,3,2,2,3,3,3,2,2,3,2,2,2
83853,3,4,3,3,3,4,4,4,4,3,4,3,4,4,2,2
83854,2,2,2,2,3,2,2,2,3,2,2,2,3,3,1,2
83855,2,2,4,4,2,2,4,4,4,4,4,4,4,2,3,3
83856,1,1,3,2,2,2,2,2,3,3,2,2,3,2,2,2
83857,3,3,3,4,3,2,2,3,3,3,3,2,3,3,3,3
83858,3,1,3,3,3,2,4,3,3,3,3,4,3,4,2,2
83859,3,1,2,2,2,3,3,3,3,3,3,2,2,2,2,2
83860,2,2,3,3,2,2,2,3,3,3,3,2,2,2,2,2
83861,2,2,3,3,3,2,3,4,3,3,2,3,3,3,3,3
83862,3,1,2,3,1,3,3,3,3,3,3,3,3,3,2,2
83863,3,2,4,4,3,4,4,3,3,3,4,3,3,3,3,2
83864,4,2,2,3,3,3,3,3,3,3,3,2,3,3,2,3
83865,3,1,3,2,1,4,4,3,3,3,1,-2,3,2,3,3
83866,2,1,3,3,2,3,3,3,4,3,3,3,3,2,3,3
83867,2,3,3,3,3,3,3,3,3,-2,3,-2,-2,-2,3,3
83868,2,2,3,3,4,1,-2,3,3,3,1,1,3,3,2,2
83869,2,1,2,2,2,2,3,3,3,3,2,2,2,3,1,3
83870,2,3,4,4,4,4,4,4,3,4,4,4,-2,4,4,4
83871,2,3,4,4,2,1,3,3,4,3,3,3,3,3,3,3
83872,4,2,2,2,3,1,2,3,4,4,3,2,3,3,2,3
83873,2,2,3,3,3,2,3,2,3,2,3,2,3,3,3,3
83874,3,1,2,2,2,3,3,3,3,3,2,2,3,3,2,2
83875,3,4,3,3,4,4,3,4,4,4,4,4,4,4,3,4
83876,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2
83877,1,1,3,3,2,3,3,2,3,3,3,2,3,3,-2,2
83878,1,1,4,4,4,2,2,4,3,4,4,2,3,3,4,4
83879,1,1,3,3,3,1,3,4,3,4,3,3,3,2,4,3
83880,2,2,3,3,3,2,2,2,3,3,2,2,4,4,3,2
83881,2,1,4,3,3,2,2,3,3,3,2,2,3,1,3,3
83882,3,1,2,3,3,2,3,3,4,3,3,2,2,3,2,2
83883,3,2,2,3,2,2,2,3,3,3,1,1,3,3,2,2
83884,2,1,3,2,3,3,3,3,3,3,2,2,3,3,3,2
83885,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
83886,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
83887,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2
83888,1,2,2,1,2,3,3,4,4,4,4,4,4,4,4,4
83889,3,2,3,3,3,2,3,2,3,3,3,3,3,2,2,2
83890,2,1,4,3,4,2,2,4,3,4,3,3,2,2,2,2
83891,3,2,3,3,2,2,3,3,4,3,3,2,2,3,2,2
83892,3,2,4,4,3,2,2,2,3,3,3,2,3,3,2,2
83893,2,2,3,3,3,2,3,2,3,2,2,2,3,3,2,2
83894,3,3,3,3,3,4,3,3,3,3,-2,3,3,3,3,3
83895,3,3,3,3,3,2,2,2,4,3,2,1,3,4,2,2
83896,1,1,3,3,3,1,1,1,3,1,2,1,3,3,2,2
83897,2,2,3,3,4,2,3,4,4,4,4,4,4,4,4,4
83898,1,1,2,2,3,2,2,1,2,2,2,2,2,2,1,2
83899,3,1,1,2,3,1,2,2,4,3,2,2,3,2,2,2
83900,2,2,3,2,3,2,2,2,3,2,3,2,3,2,3,2
83901,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
83902,2,1,3,3,3,3,1,3,3,1,1,1,3,3,3,1
83903,1,1,3,2,3,1,1,3,2,2,2,2,2,2,2,2
83904,2,1,2,3,4,1,3,4,3,4,3,2,2,2,3,4
83905,2,2,3,3,2,3,3,3,3,3,2,2,3,3,2,2
83906,1,1,3,3,3,2,2,3,3,3,3,3,3,3,3,3
83907,2,2,3,2,4,2,3,3,3,3,4,2,2,4,2,3
83908,4,2,2,2,-2,2,2,2,2,2,1,1,4,3,1,1
83909,2,1,3,3,3,2,2,3,3,3,2,2,2,3,3,3
83910,4,4,4,4,4,2,2,2,4,4,4,2,3,2,2,3
83911,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
83912,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2
83913,3,4,4,3,4,3,3,3,3,3,3,2,3,3,3,3
83914,1,2,3,2,2,4,4,4,4,4,3,3,3,3,3,3
83915,3,2,3,3,3,2,2,2,3,2,2,2,2,2,2,2
83916,2,2,3,3,3,3,2,2,2,3,3,2,2,2,2,2
83917,3,2,2,3,2,3,-2,3,4,4,2,2,3,4,3,3
83918,3,2,4,4,4,2,2,2,3,3,3,3,3,2,3,3
83919,3,2,3,2,3,2,3,3,3,3,3,2,2,2,3,2
83920,3,2,3,3,4,2,3,2,3,2,2,2,3,3,3,3
83921,1,1,3,3,3,2,2,3,3,3,2,1,2,2,3,3
83922,3,3,3,3,2,2,2,3,3,3,3,3,3,2,2,2
83923,2,2,2,3,2,2,2,2,3,3,2,2,3,2,2,3
83924,1,2,3,2,3,3,3,2,3,3,2,3,3,2,3,3
83925,3,2,4,3,4,3,3,3,3,4,3,4,4,4,4,4
83926,2,1,3,3,4,2,2,3,3,3,3,3,3,3,3,3
83927,3,2,3,3,3,2,2,3,3,3,3,3,3,3,2,3
83928,3,1,3,1,4,1,1,1,4,-2,3,3,1,3,3,1
83929,4,2,3,3,4,3,3,4,4,4,3,2,3,3,2,2
83930,3,1,3,3,3,3,2,3,3,3,3,2,3,3,3,3
83931,2,2,2,2,3,2,2,2,3,3,2,2,3,3,2,2
83932,2,1,3,3,3,2,2,3,3,2,2,2,2,2,3,3
83933,2,2,3,3,2,2,2,2,3,2,2,2,3,2,2,2
83934,1,1,3,3,4,2,3,3,3,3,3,2,4,4,4,1
83935,1,1,3,3,4,2,2,2,3,2,3,2,3,2,2,2
83936,3,2,2,2,4,1,2,2,2,-2,3,1,1,2,2,3
83937,3,2,2,3,3,2,3,3,3,3,2,3,3,3,3,3
83938,2,2,3,3,4,3,3,3,3,3,4,3,4,3,3,3
83939,2,2,4,3,4,2,2,3,3,3,3,3,2,2,3,3
83940,2,2,4,4,3,2,3,3,3,3,3,3,3,3,4,3
83941,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3
83942,3,1,4,3,4,1,2,3,3,4,2,3,2,4,4,2
83943,3,2,4,4,4,2,3,4,4,4,2,3,3,3,4,4
83944,2,2,3,2,2,2,3,3,3,4,3,2,3,3,2,3
83945,3,3,3,4,4,3,3,4,4,4,3,2,4,4,3,2
83946,2,2,3,1,2,1,1,2,2,2,2,1,2,1,2,2
83947,2,2,3,3,3,2,2,2,3,2,2,2,3,2,2,3
83948,3,2,3,3,3,2,3,3,3,3,2,2,3,3,2,2
83949,3,1,3,3,4,2,2,3,3,3,3,2,3,3,3,3
83950,3,3,4,4,4,2,3,3,4,4,4,3,3,3,3,2
83951,1,3,4,3,3,3,3,3,3,3,4,2,4,2,2,2
83952,2,3,4,4,3,2,3,1,3,3,3,3,3,3,3,4
83953,3,3,3,2,3,4,3,3,3,3,3,2,2,2,3,3
83954,3,2,3,2,1,2,2,2,3,3,3,2,3,2,-2,3
83955,1,1,3,3,4,1,2,2,3,3,2,3,2,2,4,2
83956,2,1,3,3,3,1,2,3,4,3,2,2,3,2,2,2
83957,3,2,3,4,3,2,2,3,3,3,2,2,3,3,3,3
83958,3,2,3,3,3,2,2,2,3,3,2,2,3,2,2,2
83959,3,4,4,3,4,2,3,3,3,3,3,2,3,3,3,3
83960,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
83961,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3
83962,1,1,2,2,3,3,3,3,3,3,2,1,2,4,1,1
83963,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
83964,3,2,4,3,3,3,3,3,3,3,3,3,4,4,3,3
83965,1,1,3,3,3,1,3,2,2,2,2,2,2,2,2,2
83966,2,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3
83967,2,1,3,4,2,2,3,2,3,4,1,2,4,4,2,2
83968,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2
83969,4,1,1,1,3,2,2,4,4,4,2,2,2,2,2,2
83970,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
83971,2,2,4,4,2,3,2,3,4,3,2,2,2,2,2,2
83972,3,3,2,3,2,3,3,3,3,3,2,2,4,4,2,2
83973,2,1,3,3,3,1,2,3,3,3,1,2,2,2,2,2
83974,1,1,4,4,4,2,3,4,4,4,3,2,3,3,4,4
83975,3,1,3,1,3,1,1,1,2,2,3,1,3,4,4,3
83976,1,3,3,3,3,3,3,4,4,4,3,2,3,3,2,2
83977,2,1,4,3,1,2,2,2,1,1,2,1,2,1,2,2
83978,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2
83979,1,2,4,3,4,2,2,4,3,4,3,4,3,3,3,3
83980,2,1,3,2,3,1,1,1,2,2,2,2,2,2,2,2
83981,3,2,1,2,3,1,2,3,3,3,2,2,3,2,1,2
83982,2,2,3,3,3,4,2,3,3,3,3,2,3,3,3,4
83983,1,2,3,4,2,2,2,3,4,3,3,3,3,2,2,2
83984,2,2,3,3,3,4,4,4,4,4,4,2,4,3,-2,3
83985,3,3,4,3,3,4,4,4,4,4,3,1,3,4,2,3
83986,1,1,3,3,4,2,2,3,2,3,3,3,2,2,4,3
83987,1,1,2,3,3,2,2,2,3,2,2,3,3,3,2,2
83988,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,2
83989,3,1,3,3,4,3,3,4,4,4,3,3,3,3,3,3
83990,3,3,3,3,3,3,3,3,3,3,2,2,4,4,2,2
83991,1,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2
83992,3,2,3,3,4,2,2,2,3,2,2,1,1,1,-2,2
83993,3,2,2,2,2,2,2,2,3,3,3,2,3,3,1,2
83994,1,1,3,3,2,1,2,3,3,3,2,2,3,3,4,3
83995,1,1,3,3,4,2,2,3,3,3,2,2,2,1,3,3
83996,2,1,4,4,4,2,2,4,3,4,3,3,2,2,3,3
83997,2,2,3,2,3,3,3,2,4,4,2,3,3,3,2,3
83998,4,1,3,3,2,2,2,3,3,3,2,1,2,2,2,2
83999,3,2,4,3,4,2,3,4,3,3,3,3,2,3,3,3
84000,4,2,3,3,3,3,3,3,3,3,2,2,4,4,2,2
84001,1,2,2,2,2,1,1,1,1,-2,1,1,1,1,1,1
84002,2,1,3,3,2,2,2,2,3,3,2,2,2,2,2,2
84003,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
84004,2,1,3,3,2,3,2,2,2,2,2,1,1,2,1,1
84005,2,2,3,3,1,1,2,3,3,3,2,3,2,3,2,2
84006,4,4,4,4,4,2,3,3,3,3,3,2,3,2,1,2
84007,3,2,3,3,3,3,3,3,4,3,3,2,2,2,3,3
84008,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
84009,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
84010,3,2,3,3,2,2,3,3,3,3,3,2,3,3,2,2
84011,2,1,3,3,2,1,1,3,3,3,2,1,2,3,1,2
84012,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,2
84013,4,3,1,1,2,1,2,3,2,3,2,2,3,3,1,1
84014,4,3,3,4,3,2,2,2,4,3,3,2,3,3,2,2
84015,1,1,3,3,3,1,2,3,3,3,1,2,3,2,2,2
84016,1,1,3,3,2,3,3,4,4,4,4,3,4,4,3,3
84017,2,2,2,4,3,2,2,2,3,2,2,2,2,2,2,2
84018,3,2,3,2,3,3,3,3,3,3,2,2,2,2,2,2
84019,3,1,1,1,3,2,2,2,3,2,3,2,-2,-2,1,2
84020,2,2,2,2,3,1,2,2,3,3,2,2,3,3,3,2
84021,3,2,4,3,3,2,3,3,3,3,3,3,3,3,3,3
84022,2,3,4,3,3,3,3,4,3,4,3,3,3,4,4,3
84023,2,2,3,3,2,3,3,3,3,3,3,2,3,1,2,2
84024,4,2,2,2,2,3,3,3,3,4,3,3,3,4,1,3
84025,1,1,3,3,4,2,2,3,4,3,3,3,2,3,3,3
84026,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3
84027,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3
84028,3,2,3,3,2,3,3,3,3,3,2,2,2,3,2,2
84029,3,2,3,3,3,2,2,3,3,3,2,3,2,2,3,2
84030,3,2,4,4,1,2,2,3,2,3,3,1,3,3,3,3
84031,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
84032,2,2,2,2,3,3,3,3,3,3,-2,2,2,2,2,3
84033,4,1,4,3,4,3,3,4,4,4,4,3,4,4,4,4
84034,2,2,3,2,3,2,2,2,3,3,2,2,3,3,3,2
84035,2,1,4,3,3,2,3,3,3,3,3,2,2,2,4,3
84036,2,1,3,3,3,1,2,3,3,3,2,2,3,3,3,2
84037,2,1,4,3,4,2,3,2,3,4,3,3,2,3,4,4
84038,3,3,3,3,4,2,3,4,4,4,4,4,4,2,3,3
84039,2,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2
84040,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3
84041,3,2,3,3,3,2,2,3,3,3,2,2,2,2,2,2
84042,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
84043,2,1,3,3,3,1,2,2,2,2,2,2,2,2,2,2
84044,1,3,3,3,3,4,4,3,3,3,3,4,4,3,4,3
84045,1,2,4,4,1,3,4,4,4,4,2,2,2,2,3,2
84046,3,2,2,3,3,2,3,3,4,4,2,2,4,4,2,2
84047,1,1,3,3,3,1,3,3,3,3,1,1,3,1,2,2
84048,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
84049,1,2,3,3,2,1,3,1,2,1,3,2,2,2,2,3
84050,1,2,2,2,4,2,3,3,3,3,2,2,2,2,3,2
84051,2,2,3,4,4,2,3,3,2,2,2,2,2,2,3,3
84052,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
84053,2,1,3,3,2,1,3,3,4,4,3,3,3,3,3,2
84054,1,1,3,2,3,3,3,3,3,3,3,3,3,2,3,3
84055,3,2,2,2,3,2,2,2,3,3,2,2,3,3,2,2
84056,1,2,3,2,4,2,2,2,2,2,4,3,2,2,4,3
84057,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3
84058,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
84059,3,-2,3,3,3,3,3,3,3,3,3,3,3,3,3,2
84060,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
84061,2,1,3,3,3,1,2,3,3,3,3,3,1,2,4,4
84062,4,2,4,3,4,2,2,4,4,4,3,2,2,2,3,2
84063,2,1,2,2,3,2,2,2,3,2,2,2,3,2,2,2
84064,2,1,3,3,4,1,2,2,3,3,3,3,2,2,4,3
84065,2,1,2,3,3,1,1,2,3,3,2,2,3,1,2,2
84066,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
84067,4,3,4,3,4,3,3,2,4,3,-2,2,4,3,2,2
84068,2,2,2,3,3,2,2,2,3,3,2,1,2,3,1,2
84069,2,1,2,2,2,2,2,2,3,3,2,2,3,3,2,2
84070,-2,-2,2,2,3,3,3,3,3,3,2,2,2,2,3,3
84071,1,3,4,4,4,4,4,4,4,4,3,3,4,2,3,4
84072,3,2,4,4,4,1,3,4,4,4,3,4,2,2,4,4
84073,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3
84074,2,1,3,3,2,3,3,3,3,3,3,3,3,2,2,2
84075,1,1,3,3,3,1,2,3,3,3,2,2,3,2,2,3
84076,2,1,2,2,3,3,2,2,2,2,2,3,3,3,3,3
84077,3,2,4,4,3,3,3,3,4,3,3,3,3,2,2,2
84078,3,2,2,2,3,2,2,2,3,2,2,1,3,2,3,2
84079,1,1,3,3,3,1,3,3,3,3,3,3,3,3,2,2
84080,2,2,3,3,2,1,1,1,2,1,2,2,2,2,2,2
84081,2,2,3,3,4,2,2,2,3,3,2,2,2,2,2,2
84082,1,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2
84083,4,3,4,4,3,3,3,4,4,4,2,2,4,4,1,2
84084,2,1,3,3,4,1,2,3,3,3,2,2,2,2,4,3
84085,2,2,3,3,3,2,3,3,3,3,3,3,3,2,2,2
84086,2,1,2,3,4,2,2,3,3,4,1,2,2,3,1,3
84087,2,2,3,4,4,2,2,4,3,4,3,4,2,2,3,3
84088,3,2,3,3,3,3,3,3,3,3,3,3,3,4,2,3
84089,2,2,3,3,4,2,2,3,3,3,2,3,3,2,4,3
84090,1,1,3,3,3,2,1,3,3,3,2,1,2,1,1,1
84091,3,1,3,4,4,1,1,2,3,3,3,2,3,3,3,2
84092,3,1,4,3,3,1,1,1,2,2,1,1,2,3,1,1
84093,3,1,3,3,1,1,1,2,3,3,2,2,3,2,2,2
84094,1,1,4,4,4,1,2,4,3,3,3,3,3,3,4,3
84095,2,2,3,3,3,2,2,2,3,2,2,2,3,3,3,2
84096,1,2,3,3,4,1,1,1,4,4,3,2,1,1,1,2
84097,4,3,3,3,2,3,2,3,4,4,2,3,4,4,2,3
84098,3,2,3,3,4,2,1,2,3,3,2,1,2,2,1,2
84099,2,1,3,2,3,2,2,2,3,4,3,2,4,3,2,3
84100,2,1,3,2,1,1,1,3,2,2,2,2,1,3,2,1
84101,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
84102,2,1,3,3,3,2,2,3,3,3,3,3,2,2,3,3
84103,2,2,3,3,3,2,2,3,3,3,3,3,3,3,2,3
84104,2,2,3,3,2,-2,2,4,4,4,3,2,3,3,2,2
84105,3,1,3,3,4,3,2,3,3,3,3,3,2,3,4,3
84106,2,2,3,3,3,1,3,3,3,4,3,3,3,3,3,3
84107,1,2,3,2,3,1,1,2,3,3,1,2,2,1,3,2
84108,3,1,2,2,4,1,2,3,3,3,2,3,2,2,3,2
84109,3,3,-2,2,3,-2,-2,-2,-2,-2,3,3,3,3,3,3
84110,1,1,3,3,4,1,1,2,2,2,2,2,2,2,3,3
84111,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3
84112,1,1,3,3,3,2,2,3,3,3,3,2,2,2,2,2
84113,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
84114,2,1,3,3,4,2,2,3,3,3,3,2,3,2,3,2
84115,2,1,3,3,2,2,1,1,3,2,2,2,3,3,2,2
84116,1,1,3,3,3,2,3,3,3,3,3,2,3,3,3,2
84117,1,1,4,4,4,2,2,3,4,4,2,2,2,3,4,2
84118,3,2,4,4,2,2,3,2,3,3,3,3,3,4,3,2
84119,1,1,2,2,4,2,1,2,1,2,2,2,3,3,1,2
84120,2,3,4,4,4,2,2,2,3,3,3,3,3,3,3,3
84121,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
84122,1,2,3,3,3,2,1,3,3,3,2,2,3,3,3,2
84123,2,2,3,3,4,2,2,3,3,3,3,3,2,2,3,4
84124,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
84125,2,2,3,3,4,2,2,3,3,3,3,2,2,4,3,2
84126,4,1,3,4,4,1,1,2,2,2,4,3,3,1,3,4
84127,2,2,4,3,4,2,3,4,4,4,3,2,2,4,4,3
84128,-2,2,3,3,4,4,4,4,4,4,3,2,3,2,3,-2
84129,2,4,4,3,4,3,3,3,4,4,4,3,3,3,3,4
84130,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
84131,3,1,3,3,3,2,2,3,3,3,2,2,3,3,2,2
84132,2,2,2,2,3,2,2,3,3,3,2,2,3,3,3,2
84133,2,2,3,3,3,2,2,2,3,3,3,2,2,3,3,2
84134,1,1,3,3,4,1,1,1,2,1,1,1,4,4,2,3
84135,1,2,4,4,4,3,3,4,3,3,3,2,4,3,3,3
84136,4,3,4,4,4,3,3,3,3,3,3,2,3,3,2,3
84137,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
84138,3,1,3,3,2,2,3,3,3,3,3,2,3,2,2,2
84139,2,2,2,3,2,1,1,-2,3,2,2,-2,2,3,2,1
84140,1,1,3,3,3,2,2,3,3,3,2,3,3,2,3,4
84141,3,3,2,3,3,1,-2,2,3,3,2,1,4,4,2,3
84142,4,3,4,4,2,2,3,3,4,3,3,3,4,4,2,3
84143,2,2,3,3,3,3,3,3,3,3,2,2,3,2,2,2
84144,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
84145,2,2,2,3,4,2,2,2,2,2,2,1,2,2,2,2
84146,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
84147,3,2,3,3,3,2,3,4,4,4,3,3,4,4,2,3
84148,2,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2
84149,4,2,3,3,2,4,4,3,3,3,2,2,3,3,3,3
84150,3,2,2,2,3,2,2,2,3,2,2,1,3,3,2,2
84151,2,2,3,2,3,2,2,3,3,4,2,3,3,3,3,3
84152,3,1,4,3,4,2,2,2,2,2,3,2,3,3,3,2
84153,3,3,2,3,2,2,2,3,3,3,2,2,3,3,2,2
84154,3,1,3,3,2,3,3,4,4,3,3,3,2,2,2,2
84155,3,1,4,2,3,1,2,4,3,3,2,4,3,3,3,2
84156,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
84157,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,2
84158,1,3,3,3,3,1,1,3,3,3,3,2,1,2,1,1
84159,1,1,3,2,2,1,1,2,2,2,3,2,3,2,2,1
84160,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
84161,2,1,2,2,2,2,3,3,3,3,2,2,2,2,2,2
84162,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
84163,1,2,3,3,3,3,3,3,3,4,3,1,2,3,2,1
84164,3,1,4,3,3,3,4,3,3,4,3,3,4,4,4,3
84165,1,1,3,2,3,1,1,1,3,4,1,1,3,3,1,1
84166,2,2,3,3,3,3,2,3,3,2,2,1,2,3,2,2
84167,2,1,3,2,3,1,2,3,3,3,3,3,3,3,3,3
84168,4,3,3,3,4,3,3,3,3,3,4,3,3,3,2,2
