,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123
24640,4,2,3,4,4,3,4,3,4,4,4,4,1,3,2,3
24641,3,3,3,3,2,3,3,4,4,3,3,4,4,3,2,2
24642,4,2,2,4,2,3,3,4,4,2,3,2,4,3,4,2
24643,4,3,3,2,2,3,3,3,3,3,4,4,3,2,4,4
24644,2,3,4,1,4,4,4,4,4,3,4,3,1,3,3,3
24645,3,4,3,3,2,3,3,3,4,3,3,3,4,2,2,3
24646,3,3,3,3,3,4,3,4,3,3,4,2,3,2,2,2
24647,3,4,3,4,3,3,3,3,3,4,4,4,4,4,2,4
24648,3,4,4,1,4,3,3,3,3,3,4,1,3,4,4,3
24649,4,3,4,3,4,3,4,4,4,3,4,3,4,2,4,4
24650,2,4,1,4,1,3,4,4,4,3,4,4,3,4,3,1
24651,3,4,2,2,2,3,4,4,4,3,4,4,4,3,4,4
24652,3,4,3,3,3,3,3,3,4,3,4,4,3,3,4,3
24653,4,4,2,1,2,3,4,3,3,3,2,1,4,4,4,2
24654,4,3,3,2,3,3,4,3,4,3,4,2,4,3,2,4
24655,4,4,4,2,2,3,3,4,4,4,3,2,3,2,4,2
24656,3,4,2,2,2,3,4,4,4,4,4,2,2,3,3,4
24657,4,4,3,3,2,3,3,4,4,3,3,4,4,2,4,3
24658,3,3,4,2,4,4,2,4,4,4,4,3,4,1,3,4
24659,2,3,4,4,4,4,3,3,4,4,3,2,2,4,3,2
24660,2,4,3,3,3,3,3,4,4,4,3,3,3,3,4,4
24661,3,4,2,4,2,3,4,3,3,3,3,4,4,4,4,3
24662,2,4,1,4,1,3,3,3,3,4,4,4,3,2,2,3
24663,3,3,3,3,4,4,3,3,4,3,4,3,4,3,4,3
24664,3,3,3,3,4,3,4,3,2,4,3,3,4,3,2,3
24665,3,4,3,4,4,4,2,4,3,4,4,2,3,4,3,2
24666,3,4,4,3,4,3,3,4,4,3,4,3,4,4,4,3
24667,3,4,2,3,2,4,3,4,3,3,3,3,3,3,1,4
24668,3,3,2,2,1,3,4,3,4,3,4,4,4,4,2,3
24669,4,4,3,2,2,3,3,3,4,3,4,2,4,4,2,4
24670,2,3,4,3,3,3,3,3,3,2,4,2,2,2,2,3
24671,3,4,3,4,3,3,2,3,4,4,2,3,3,2,4,3
24672,4,4,4,3,4,3,3,3,4,3,3,2,3,2,4,3
24673,2,4,3,2,3,4,4,4,4,2,4,3,4,2,2,3
24674,3,4,1,2,1,3,2,3,4,2,3,3,2,4,4,3
24675,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3
24676,3,4,3,2,4,3,3,3,4,3,3,2,4,3,2,3
24677,4,4,3,3,2,3,3,4,4,4,4,1,1,3,2,2
24678,3,4,3,4,4,3,4,4,4,3,4,4,4,2,4,3
24679,3,3,3,3,3,4,2,4,4,3,4,2,2,2,2,4
24680,2,4,3,4,2,4,4,3,4,3,3,3,1,1,1,4
24681,3,4,3,4,3,3,1,1,4,3,4,2,2,2,2,2
24682,2,4,3,2,3,3,3,3,4,3,4,2,4,4,3,3
24683,4,4,4,2,4,3,2,3,3,4,4,2,4,3,3,4
24684,4,4,4,3,3,4,3,4,3,3,4,3,3,3,4,4
24685,4,4,4,3,2,3,3,3,3,3,4,4,4,4,2,4
24686,3,4,3,4,2,3,3,4,4,3,4,3,2,2,3,4
24687,3,3,3,2,3,3,4,3,3,2,2,2,4,3,3,3
24688,4,4,4,3,2,3,4,3,3,4,4,3,4,2,4,3
24689,3,4,4,3,1,4,4,3,4,2,4,2,2,4,2,4
24690,3,4,4,2,3,2,3,3,3,3,4,3,4,3,4,4
24691,4,4,2,2,4,4,3,4,3,1,1,1,1,3,3,2
24692,3,4,2,3,3,2,3,4,4,3,4,2,3,1,3,3
24693,3,4,3,3,4,3,4,3,2,3,3,2,3,2,3,3
24694,3,3,3,2,3,3,3,3,3,3,3,2,4,2,3,4
24695,3,4,3,2,4,4,4,4,3,3,3,3,4,3,2,3
24696,4,3,1,2,1,4,3,4,3,4,3,2,3,2,2,1
24697,3,4,4,1,4,3,3,3,3,4,4,1,3,2,4,3
24698,4,4,2,2,3,4,3,4,4,3,4,3,4,4,2,4
24699,3,4,2,3,2,4,3,3,4,3,3,3,3,4,3,2
24700,3,4,1,2,1,4,4,3,4,3,4,4,3,3,2,4
24701,3,4,4,4,3,3,3,4,4,2,4,4,4,3,1,4
24702,3,3,4,2,3,3,4,3,4,3,4,4,4,2,2,3
24703,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
24704,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
24705,4,4,4,4,4,4,3,4,4,3,4,2,4,3,3,3
24706,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
24707,3,4,3,4,4,3,3,3,4,4,3,3,3,3,4,4
24708,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
24709,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
24710,3,4,4,2,4,2,3,3,3,4,3,4,3,4,4,3
24711,2,3,1,1,1,4,4,4,1,1,4,1,3,2,3,1
24712,3,4,2,4,2,3,3,3,4,3,3,4,4,2,1,2
24713,2,3,3,3,3,3,4,3,3,4,4,4,4,4,4,3
24714,3,3,4,3,2,4,3,2,4,3,2,4,4,4,4,3
24715,4,4,3,3,3,4,4,3,3,4,4,3,3,3,2,3
24716,3,4,3,4,4,3,3,3,4,4,3,4,1,3,2,4
24717,3,4,3,3,3,3,3,3,4,3,4,4,2,4,4,3
24718,4,4,4,2,1,4,4,3,4,3,4,2,3,3,3,3
24719,-1,2,3,4,3,2,3,4,4,4,3,2,2,3,2,3
24720,4,3,2,2,2,3,4,3,4,4,3,2,3,4,4,4
24721,3,4,3,3,2,4,3,4,4,3,4,2,4,2,4,3
24722,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
24723,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
24724,2,3,1,1,1,4,3,4,1,3,3,1,4,4,3,1
24725,4,4,3,4,3,3,2,4,3,3,4,3,4,2,1,3
24726,3,1,1,1,1,4,4,4,3,3,1,1,1,1,1,1
24727,3,4,3,3,3,4,3,3,4,3,4,2,3,3,4,3
24728,4,4,4,3,2,4,4,2,3,3,4,2,3,2,3,3
24729,3,3,3,2,4,4,4,4,3,3,3,4,4,4,3,3
24730,3,4,4,4,4,3,4,3,4,2,4,4,2,3,3,4
24731,4,4,4,4,3,3,2,3,2,3,3,4,3,4,2,3
24732,3,4,4,2,2,3,3,3,4,3,3,2,4,2,1,3
24733,3,3,4,2,2,3,4,3,4,4,2,3,3,3,2,4
24734,4,4,3,3,3,4,3,3,4,3,4,3,4,3,3,4
24735,3,4,4,3,4,3,3,4,4,3,4,2,4,1,3,4
24736,3,4,3,3,3,4,3,4,3,1,4,1,2,4,2,4
24737,2,4,3,4,2,3,4,3,4,4,4,3,4,3,3,3
24738,4,4,2,3,3,4,3,4,3,3,4,3,3,3,1,3
24739,3,4,1,2,1,4,4,4,4,2,4,4,4,2,3,3
24740,3,3,4,4,2,3,4,4,3,3,4,1,1,2,3,4
24741,3,3,3,4,4,3,4,3,4,3,4,3,2,3,1,4
24742,3,4,3,3,3,3,4,4,3,3,4,3,1,3,3,3
24743,3,4,4,2,4,2,3,4,3,2,4,3,3,4,3,3
24744,2,4,2,1,2,2,3,3,3,4,4,1,2,4,2,3
24745,3,3,4,1,2,3,4,3,1,4,4,1,2,3,4,3
24746,4,4,2,4,3,2,3,4,4,3,4,2,4,2,3,3
24747,4,4,2,4,3,2,4,4,4,4,4,3,3,4,2,4
24748,3,4,3,2,4,4,2,4,4,4,4,2,3,2,2,3
24749,3,4,3,3,2,4,4,3,3,4,4,3,4,2,2,2
24750,3,4,4,4,2,3,4,4,3,1,1,2,4,4,4,4
24751,4,4,3,3,3,3,3,4,4,4,3,4,3,4,4,4
24752,4,4,4,2,4,4,3,4,4,4,3,4,4,3,3,4
24753,3,4,4,3,3,3,3,3,3,3,4,3,3,3,4,3
24754,4,4,3,4,2,4,4,4,4,3,4,4,4,3,2,4
24755,3,4,3,3,4,3,4,3,3,4,3,4,3,4,2,3
24756,4,3,3,3,2,3,3,3,3,4,2,2,4,2,4,3
24757,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
24758,3,4,2,4,4,4,3,3,4,2,3,4,2,4,4,3
24759,4,4,3,3,3,3,3,4,4,3,4,3,4,3,2,3
24760,4,4,4,4,4,4,4,4,3,4,4,4,4,2,2,4
24761,3,4,3,4,3,4,3,3,4,3,3,2,4,4,2,4
24762,3,3,3,3,4,3,4,3,3,4,4,3,4,3,3,4
24763,3,3,2,2,2,3,3,4,4,3,3,2,2,4,2,3
24764,4,4,4,2,4,4,4,4,4,3,4,2,3,1,3,4
24765,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
24766,4,3,3,3,4,3,3,3,3,3,4,4,4,3,4,2
24767,4,4,3,2,3,4,3,4,4,3,4,2,4,3,2,3
24768,4,3,2,1,2,4,4,3,1,1,4,1,3,3,2,3
24769,4,4,2,3,2,4,3,4,3,3,4,3,4,3,1,4
24770,3,4,2,4,4,4,3,3,4,3,3,4,4,4,2,-1
24771,3,3,4,4,2,4,3,2,4,4,3,3,3,2,2,2
24772,3,4,1,1,1,3,3,3,3,4,4,1,2,1,4,3
24773,3,3,3,3,2,4,3,4,4,2,3,4,4,2,2,2
24774,4,4,3,2,3,4,3,4,4,2,4,3,2,2,3,3
24775,3,3,3,2,3,4,3,4,4,3,3,4,4,3,3,3
24776,3,4,3,4,4,4,4,3,3,2,4,4,2,3,4,4
24777,3,3,3,2,3,4,4,4,3,3,3,2,2,2,1,2
24778,4,3,3,4,3,3,3,3,3,4,3,4,2,-1,2,3
24779,3,4,2,4,2,4,3,3,4,4,3,4,3,4,4,4
24780,3,3,3,4,3,4,4,3,3,4,4,4,4,1,2,1
24781,4,4,4,3,4,3,4,4,3,3,3,4,3,3,3,4
24782,3,3,4,4,3,4,3,3,3,3,3,4,3,4,3,4
24783,3,4,2,2,4,4,3,4,4,1,4,4,2,3,4,3
24784,3,4,4,4,4,4,4,3,4,2,4,3,3,4,4,2
24785,4,4,3,4,3,3,3,2,4,4,3,4,1,2,3,3
24786,3,2,3,2,4,4,2,4,4,3,4,3,2,4,3,3
24787,4,4,4,2,2,4,3,4,3,3,4,3,3,1,1,4
24788,3,3,4,2,4,2,3,3,4,4,3,4,4,4,4,4
24789,3,3,4,3,2,3,3,3,3,3,3,3,3,4,1,2
24790,3,4,1,1,1,4,3,3,4,3,4,3,3,3,3,3
24791,3,3,2,3,2,4,4,4,3,3,4,2,3,2,3,2
24792,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
24793,4,4,3,3,2,3,3,3,3,3,3,3,3,4,3,3
24794,3,1,4,1,4,3,3,2,4,3,1,1,3,3,3,2
24795,3,4,2,3,4,3,4,3,4,3,4,2,2,2,2,3
24796,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
24797,2,4,1,3,1,3,3,3,4,3,4,2,2,2,4,1
24798,3,4,2,2,2,3,3,2,4,4,4,2,4,4,2,3
24799,3,4,2,3,3,3,3,3,3,3,3,2,2,2,3,3
24800,3,4,1,4,1,4,4,4,3,4,2,3,1,2,4,1
24801,4,4,4,3,2,3,3,4,3,3,4,2,2,3,3,4
24802,3,4,4,2,4,2,3,4,4,4,4,2,2,4,2,2
24803,3,4,4,2,4,2,3,3,3,3,4,4,3,3,2,4
24804,3,3,3,4,2,4,4,3,3,3,3,2,3,2,4,4
24805,4,4,2,4,3,4,2,4,3,3,4,2,3,3,4,4
24806,2,4,3,3,2,4,4,3,4,3,4,2,2,3,4,4
24807,3,3,1,2,1,4,4,3,3,3,4,3,4,3,3,3
24808,4,4,3,3,3,4,4,4,4,4,4,2,3,4,3,3
24809,4,4,4,2,4,4,2,3,3,4,4,2,3,2,2,3
24810,3,3,3,3,2,4,3,4,4,2,4,2,2,3,3,3
24811,3,4,4,3,2,3,3,3,3,3,4,1,4,4,3,3
24812,2,3,4,4,2,3,3,4,4,4,4,3,2,2,2,4
24813,4,4,4,4,4,3,4,3,3,4,4,4,4,3,2,3
24814,4,3,3,2,3,3,4,2,4,4,4,2,4,2,4,2
24815,3,2,1,4,1,3,3,4,4,4,4,4,3,3,3,3
24816,3,3,3,1,3,4,3,3,3,4,3,3,1,3,3,3
24817,4,4,3,4,3,3,3,3,3,3,4,2,4,4,3,2
24818,3,4,4,2,4,3,4,3,4,4,4,4,3,3,2,3
24819,4,4,4,2,3,4,4,3,3,4,3,2,4,3,3,2
24820,3,4,4,3,4,3,3,3,3,4,4,3,4,3,3,2
24821,4,3,3,1,2,3,3,3,3,4,3,1,2,3,2,4
24822,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,2
24823,3,4,3,4,3,3,3,3,4,4,4,2,2,2,2,4
24824,2,3,3,2,3,3,4,3,4,4,4,3,3,2,2,2
24825,4,4,2,4,4,3,4,3,4,1,2,4,4,2,2,2
24826,3,3,3,4,4,3,3,3,2,3,4,2,3,4,2,4
24827,3,2,4,4,3,3,3,3,3,1,4,2,4,2,2,3
24828,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
24829,4,4,4,4,2,4,3,4,3,4,4,3,1,1,3,4
24830,3,3,3,2,3,3,4,3,4,4,3,2,4,2,4,2
24831,3,-1,3,3,2,3,3,3,3,3,4,3,4,3,3,3
24832,3,4,3,4,3,4,3,4,4,3,2,2,3,4,4,3
24833,3,3,1,2,1,4,3,4,4,3,4,3,4,2,2,4
24834,3,4,3,3,3,4,3,3,4,4,3,3,3,4,3,2
24835,3,4,4,4,3,3,3,3,4,3,4,2,4,4,1,4
24836,3,4,3,3,4,3,3,3,3,3,4,4,2,2,4,4
24837,3,4,3,3,2,3,3,4,3,3,3,2,3,4,4,3
24838,3,2,2,2,3,4,4,3,4,4,4,4,3,4,1,3
24839,3,4,3,2,3,4,3,4,4,4,3,4,4,3,2,3
24840,4,4,3,4,2,3,3,3,4,3,3,4,4,1,3,4
24841,4,4,4,2,3,3,3,3,3,3,3,3,3,3,2,3
24842,4,3,3,3,2,4,3,4,3,3,3,3,3,4,1,3
24843,3,4,4,4,3,3,2,4,3,3,3,2,4,3,2,3
24844,3,3,3,3,4,3,4,4,3,3,3,3,4,4,3,2
24845,3,3,3,2,2,3,4,3,4,4,4,3,4,4,4,4
24846,4,4,4,4,3,3,3,2,4,2,4,4,4,4,4,4
24847,4,3,4,3,3,3,4,3,4,3,4,4,4,2,4,2
24848,4,3,3,2,3,3,3,3,3,4,4,3,4,3,2,4
24849,3,4,2,2,3,4,4,3,3,3,4,2,4,3,4,3
24850,4,3,3,2,3,4,3,4,4,4,4,3,3,2,3,2
24851,3,4,3,4,3,4,3,4,4,3,2,4,2,4,4,2
24852,3,3,4,3,2,3,3,4,4,3,3,2,3,3,1,3
24853,4,4,3,2,3,3,3,2,4,2,1,3,4,3,4,3
24854,4,3,3,3,2,4,4,3,4,3,4,2,2,3,4,4
24855,3,3,4,4,4,4,4,3,3,3,4,3,3,2,3,3
24856,2,4,4,2,4,4,1,3,4,3,4,4,3,1,4,4
24857,3,4,3,2,3,4,3,4,4,4,3,4,3,3,4,4
24858,3,4,3,4,3,4,4,3,3,4,4,2,2,4,3,3
24859,3,4,2,4,2,3,4,4,4,3,4,2,2,3,3,3
24860,2,3,3,4,3,3,3,3,3,3,3,2,2,4,4,4
24861,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
24862,3,3,3,3,4,4,4,3,3,3,4,2,2,2,2,4
24863,3,4,3,3,2,4,3,4,4,3,3,4,3,3,4,3
24864,3,4,4,4,3,3,4,3,3,4,4,2,4,2,2,4
24865,4,4,3,3,3,3,3,4,3,3,3,4,2,4,4,3
24866,2,4,1,2,1,4,4,3,3,3,1,2,4,4,3,1
24867,3,3,3,3,3,3,4,4,4,3,1,3,3,3,2,3
24868,4,3,4,3,4,3,3,4,3,2,3,2,4,4,2,4
24869,3,3,4,4,4,4,4,3,3,3,4,2,4,3,3,3
24870,4,3,3,4,3,2,3,4,3,2,3,4,4,4,3,4
24871,3,4,4,4,2,4,4,4,3,4,3,3,2,4,1,1
24872,4,1,4,1,1,4,3,3,3,4,4,1,4,4,3,4
24873,4,4,3,2,4,4,4,4,4,3,4,2,4,1,2,3
24874,3,3,4,2,4,3,3,3,4,1,4,2,4,2,3,2
24875,3,4,4,4,3,4,4,2,3,4,3,3,3,3,4,3
24876,4,3,3,2,4,3,4,4,4,3,3,3,4,2,2,4
24877,3,4,4,2,4,4,4,4,4,3,4,2,3,2,2,3
24878,4,4,4,4,2,4,3,2,4,4,3,4,3,4,3,3
24879,4,4,2,3,2,3,4,4,3,3,4,3,4,2,4,3
24880,4,4,4,3,2,3,3,3,3,1,3,2,3,4,4,2
24881,4,4,1,2,1,4,4,3,4,2,4,3,2,2,1,4
24882,3,4,3,3,3,4,3,3,4,3,4,2,4,3,2,4
24883,3,3,3,2,3,4,4,3,4,1,4,3,2,3,2,3
24884,3,3,2,1,2,4,3,4,1,3,3,1,4,3,1,4
24885,3,4,4,4,3,3,2,3,3,3,3,4,4,2,2,2
24886,2,4,3,3,4,3,4,3,2,3,3,3,4,3,3,2
24887,4,4,3,3,4,3,4,3,2,3,3,2,2,2,4,2
24888,3,3,4,3,4,4,3,3,3,3,4,3,4,3,3,3
24889,4,1,1,1,1,3,3,3,3,3,4,1,4,4,4,3
24890,3,3,3,4,3,4,3,4,3,3,3,3,3,4,3,4
24891,3,3,3,1,3,3,3,4,3,4,3,1,2,2,2,2
24892,3,4,4,3,2,3,3,2,4,3,4,3,2,3,1,1
24893,3,3,4,4,2,3,3,3,2,4,4,3,4,3,1,3
24894,4,3,3,3,4,3,3,4,3,3,4,3,3,4,1,3
24895,2,4,3,2,3,4,2,4,3,3,4,3,1,3,4,3
24896,3,4,3,3,4,4,4,3,3,4,4,4,3,3,3,3
24897,4,3,2,3,4,4,3,3,3,4,4,4,4,4,3,2
24898,4,4,3,3,3,3,4,3,4,3,3,4,4,4,4,2
24899,2,3,3,2,3,4,3,4,4,2,3,2,4,2,2,4
24900,4,4,3,2,3,3,4,3,4,4,4,2,1,4,4,3
24901,4,4,4,4,3,3,4,3,2,3,4,4,2,2,3,2
24902,4,2,4,2,1,3,3,3,4,3,3,2,4,1,3,2
24903,4,3,4,4,4,3,4,3,3,4,4,4,4,3,2,4
24904,3,4,3,4,2,3,4,3,3,3,4,2,4,4,2,4
24905,2,4,3,3,3,3,3,2,4,1,3,3,4,2,4,4
24906,4,4,2,4,2,4,4,3,4,2,4,3,2,2,3,2
24907,3,4,1,3,1,3,3,4,3,4,3,2,3,1,2,1
24908,3,4,1,2,1,4,4,3,4,2,4,2,3,2,2,1
24909,4,4,3,4,3,2,3,3,3,3,3,4,4,4,3,3
24910,4,4,2,3,2,3,3,3,3,4,3,4,4,2,3,3
24911,4,3,3,4,2,3,3,3,4,3,4,4,4,2,3,4
24912,2,4,1,1,1,3,4,3,3,3,4,1,3,3,2,3
24913,4,4,3,3,3,3,3,4,3,-1,4,3,2,3,2,2
24914,4,4,3,3,3,4,3,4,3,4,4,4,2,3,4,4
24915,3,4,4,2,4,3,4,3,2,3,3,2,3,3,3,4
24916,3,4,3,2,2,3,3,3,3,3,4,3,4,4,2,4
24917,3,3,3,2,1,3,3,4,4,4,4,3,4,3,3,3
24918,3,4,3,4,3,3,3,4,4,4,4,4,2,3,4,3
24919,3,4,3,2,4,3,3,4,4,3,4,2,2,3,2,4
24920,4,4,3,3,1,4,3,4,4,1,4,2,4,4,2,2
24921,3,2,1,2,1,3,3,3,4,4,3,3,1,3,4,1
24922,4,4,2,2,2,3,3,3,4,4,3,2,3,4,4,3
24923,4,3,2,3,3,3,4,3,4,4,3,4,4,3,4,3
24924,3,4,3,4,3,4,4,2,3,4,4,4,4,4,4,3
24925,3,4,4,2,4,4,2,3,4,3,4,2,3,2,3,2
24926,3,4,3,4,3,3,3,3,3,3,4,2,4,4,4,3
24927,2,3,4,3,3,3,3,4,4,2,4,3,4,3,3,3
24928,4,3,4,4,3,3,4,4,4,4,4,3,3,3,4,3
24929,3,4,3,4,3,3,2,4,3,3,3,2,3,3,2,4
24930,4,2,4,2,2,3,3,4,4,3,3,2,2,4,4,4
24931,3,4,3,1,2,4,3,4,1,3,4,1,4,3,4,2
24932,2,4,1,1,1,3,3,4,1,4,2,1,3,2,2,3
24933,3,3,3,3,3,4,3,4,3,3,4,4,2,4,2,4
24934,3,1,3,1,3,3,3,2,4,4,4,1,4,1,3,3
24935,4,4,3,4,4,3,4,3,3,4,4,4,4,2,2,4
24936,3,3,4,3,3,4,3,4,3,2,2,2,4,2,3,1
24937,1,3,2,2,2,4,3,2,4,4,4,2,1,4,4,3
24938,3,4,4,3,3,4,1,4,4,3,1,4,4,2,1,4
24939,3,3,4,4,2,3,4,3,3,4,3,2,4,4,4,4
24940,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
24941,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
24942,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
24943,4,3,4,4,3,3,3,3,4,4,3,4,1,4,2,3
24944,4,4,3,4,3,2,3,3,3,3,4,2,4,3,3,3
24945,3,4,4,1,4,3,3,4,1,3,4,1,2,4,2,2
24946,3,4,3,2,2,3,4,3,4,3,3,3,1,4,2,2
24947,2,4,2,1,2,4,4,3,3,3,3,1,4,3,3,4
24948,3,4,3,3,3,3,4,4,3,3,3,2,2,3,2,2
24949,2,4,3,4,3,3,3,3,3,3,4,3,4,3,3,4
24950,3,3,4,3,4,3,4,3,4,3,4,4,2,3,3,3
24951,3,4,3,3,1,3,3,3,3,3,4,4,3,4,4,3
24952,4,4,3,3,4,3,4,4,4,3,4,2,4,2,2,3
24953,3,4,4,2,4,3,-1,3,4,3,2,3,2,4,3,2
24954,3,4,3,3,4,3,3,4,3,1,3,3,2,2,4,3
24955,3,4,4,3,3,3,3,3,4,2,4,2,3,3,4,3
24956,1,4,3,4,2,3,4,3,4,4,3,4,2,3,4,3
24957,4,3,3,3,4,3,3,2,4,3,4,2,4,2,3,3
24958,3,4,2,4,4,4,3,3,4,3,4,2,3,3,2,3
24959,4,3,2,2,4,4,3,3,4,1,3,4,3,3,4,3
24960,3,4,4,2,2,3,3,3,4,4,3,2,4,4,2,3
24961,4,3,4,1,2,3,4,3,1,3,4,1,3,3,1,3
24962,4,4,3,3,4,3,3,4,2,4,4,3,3,2,2,4
24963,4,4,3,4,4,4,3,3,4,4,3,4,2,4,2,3
24964,3,4,2,2,2,4,3,4,4,3,2,2,2,2,4,3
24965,3,4,3,4,2,3,3,4,3,4,4,2,3,3,3,3
24966,3,4,2,2,2,4,4,4,4,4,4,4,3,4,4,2
24967,3,3,3,2,3,4,4,3,4,3,4,2,2,4,4,4
24968,1,4,2,1,1,3,3,4,4,1,3,3,3,3,3,4
24969,3,3,4,2,3,3,4,3,3,4,4,2,2,4,4,4
24970,3,3,2,1,2,4,3,4,1,1,3,1,4,1,3,3
24971,4,3,3,3,3,4,1,3,4,3,4,4,4,2,2,4
24972,3,3,4,2,4,2,3,4,4,4,3,2,4,1,1,4
24973,3,4,2,1,2,3,4,4,4,4,4,1,3,1,4,3
24974,3,4,4,4,4,4,3,4,4,3,3,4,2,2,2,3
24975,4,3,4,3,2,3,4,3,3,4,4,3,4,3,2,2
24976,1,3,4,2,4,4,4,4,4,3,4,2,4,3,2,4
24977,3,4,4,4,-1,3,4,3,4,2,2,1,4,-1,4,3
24978,3,3,1,2,1,4,4,4,4,4,3,3,4,3,4,1
24979,4,4,2,2,4,4,4,4,3,3,3,3,3,4,3,3
24980,3,4,2,4,2,3,4,4,4,1,4,3,4,2,3,4
24981,3,4,3,3,3,4,4,3,4,2,3,3,3,4,2,3
24982,4,3,2,3,4,4,3,4,4,3,3,2,3,3,4,3
24983,4,3,3,3,2,3,3,3,4,3,4,2,4,3,2,3
24984,4,4,3,4,2,4,4,3,4,3,4,3,4,4,4,3
24985,3,4,3,3,4,3,3,4,3,3,3,3,3,2,4,3
24986,3,4,4,2,4,2,3,4,4,3,4,3,3,3,3,4
24987,4,4,4,3,4,3,3,4,4,3,4,4,2,4,2,3
24988,4,3,3,3,3,3,4,3,3,4,3,4,4,2,2,3
24989,3,3,3,4,2,3,3,4,3,2,4,-1,-1,3,2,3
24990,4,4,3,3,3,3,3,4,3,2,4,3,1,4,4,4
24991,4,4,2,4,2,4,4,3,4,4,2,4,4,1,2,2
24992,2,3,3,2,3,3,3,4,3,3,1,2,4,2,3,3
24993,3,4,2,4,2,4,3,3,4,4,4,3,2,3,4,3
24994,3,3,4,1,4,3,4,3,3,4,4,1,2,1,2,4
24995,3,3,4,4,3,3,3,3,4,4,2,3,4,1,3,2
24996,3,4,3,4,3,3,2,3,2,3,4,4,2,4,2,3
24997,2,3,4,4,2,4,4,4,4,4,4,3,2,4,4,4
24998,4,4,3,4,2,4,4,3,3,4,2,3,3,3,1,3
24999,4,4,3,3,3,3,4,3,4,4,4,4,2,4,3,3
25000,3,4,4,4,2,4,3,2,4,3,4,3,3,3,4,4
25001,4,4,3,4,3,2,4,3,4,3,3,3,4,4,4,3
25002,3,4,3,2,3,3,4,4,3,3,4,2,3,3,2,3
25003,2,3,3,1,-1,3,3,3,3,4,3,1,4,4,2,1
25004,3,4,3,2,2,4,3,4,4,3,4,2,2,4,3,3
25005,3,4,2,4,2,3,3,3,4,4,4,4,1,4,2,2
25006,3,4,1,4,1,4,3,4,4,4,2,4,2,3,4,1
25007,4,4,1,4,1,4,4,3,4,4,3,3,4,2,4,3
25008,3,3,3,2,4,4,2,4,4,1,4,3,3,2,1,3
25009,3,4,2,3,4,3,3,2,4,3,4,2,3,4,3,3
25010,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
25011,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
25012,3,3,4,4,3,3,3,3,2,3,4,3,4,3,3,3
25013,3,4,4,3,4,4,3,4,3,3,3,3,4,2,4,4
25014,3,4,3,1,3,4,1,3,3,3,1,1,4,4,4,2
25015,3,3,3,3,3,4,4,3,3,4,4,3,1,2,2,3
25016,2,3,3,4,2,3,3,4,3,-1,4,3,2,4,3,4
25017,2,4,1,4,1,4,4,4,4,4,4,4,3,3,4,1
25018,3,4,3,4,3,4,3,4,4,3,4,2,4,2,4,3
25019,4,4,3,4,3,3,3,4,4,3,4,4,2,2,4,3
25020,3,4,3,4,2,4,4,3,3,3,4,2,4,2,2,3
25021,4,4,3,4,2,4,4,3,4,3,3,2,2,4,2,-1
25022,4,3,4,3,2,4,3,4,4,4,2,4,4,4,4,4
25023,3,3,4,-1,4,3,4,3,4,3,4,3,4,1,4,4
25024,4,1,4,1,4,4,1,4,1,4,4,1,4,4,3,3
25025,3,3,2,4,3,2,3,4,4,2,3,2,4,1,3,3
25026,2,4,1,2,1,3,1,4,4,2,1,4,4,4,3,1
25027,4,3,2,3,2,4,3,3,4,4,3,3,2,4,2,4
25028,3,4,4,4,3,4,4,2,3,3,3,3,4,3,2,3
25029,2,3,1,3,1,3,3,3,3,3,3,3,2,2,1,3
